-0.033806777,0.049417433,-0.018682347
-0.033503787,0.047925775,-0.017863158
-0.033805025,0.048200939,-0.019498638
-0.032455815,0.049244301,-0.018302971
-0.033836306,0.048977325,-0.020022133
-0.033000297,0.049552435,-0.019404622
-0.034002151,0.044489043,-0.018384329
-0.032976894,0.044386302,-0.018225504
-0.034051186,0.045746139,-0.019689257
-0.033558846,0.045895885,-0.017792465
-0.034300753,0.044247293,-0.019674316
-0.033403181,0.043939793,-0.018996034
-0.03433307,0.04513241,-0.020765756
-0.034152389,0.046491885,-0.021268309
-0.033279792,0.045500101,-0.021475167
-0.033584988,0.044543472,-0.020706453
-0.033294985,0.043920546,-0.019983736
-0.032222491,0.048772811,-0.019176744
-0.031914778,0.049627845,-0.019477863
-0.032691692,0.048854242,-0.020595333
-0.033920032,0.047873545,-0.020984869
-0.032367159,0.045864033,-0.01885014
-0.033859158,0.046974209,-0.019449869
-0.032143913,0.047341518,-0.019054132
-0.031659272,0.048139467,-0.017841821
-0.031698152,0.046676725,-0.017717221
-0.031700463,0.044903648,-0.017830305
-0.030873526,0.049143815,-0.018224404
-0.030526165,0.049547223,-0.019777102
-0.031412321,0.049094953,-0.020571615
-0.032604878,0.046552698,-0.02026274
-0.032842597,0.047241364,-0.021675339
-0.031567892,0.048371013,-0.02135002
-0.032289646,0.045016846,-0.019952045
-0.032098041,0.043590507,-0.019146277
-0.032124831,0.045660983,-0.021911209
-0.032212134,0.04416966,-0.02105395
-0.031099014,0.047956598,-0.020003666
-0.031175471,0.04583218,-0.019907815
-0.030613797,0.043524872,-0.020824914
-0.030000125,0.043601088,-0.018626224
-0.029936255,0.046903574,-0.019105585
-0.029583032,0.047768828,-0.017769153
-0.029179994,0.045430667,-0.017727961
-0.029351534,0.049522271,-0.019936044
-0.02941593,0.048021459,-0.01947834
-0.029573552,0.049267191,-0.018417905
-0.027072995,0.047287546,-0.017898868
-0.028042002,0.049108557,-0.01849178
-0.030089658,0.048758536,-0.02123915
-0.030758797,0.047110145,-0.022200045
-0.030652791,0.044987634,-0.022098409
-0.029406953,0.046905336,-0.021270141
-0.029172459,0.045043921,-0.020438897
-0.028973136,0.043017368,-0.020209551
-0.028826672,0.04394025,-0.022081738
-0.02818896,0.049322426,-0.02069915
-0.015176226,0.04027995,-0.012250638
-0.015328555,0.040834769,-0.011456443
-0.015681285,0.039663567,-0.011530881
-0.014190523,0.040032575,-0.011153515
-0.016542361,0.040951802,-0.011885828
-0.016849806,0.039584698,-0.011894207
-0.017604502,0.040227315,-0.012295237
-0.017011375,0.040520422,-0.013077509
-0.017552075,0.03954051,-0.013491685
-0.018114218,0.038725988,-0.012310656
-0.014181401,0.035919535,-0.010947559
-0.014266788,0.035535432,-0.011934703
